?cls	?pred	?val	?synType
<http://purl.obolibrary.org/obo/CLO_0008354>	<http://www.w3.org/2000/01/rdf-schema#label>	"PA317 cell line   containing JR-gal cell"	
<http://purl.obolibrary.org/obo/CLO_0008178>	<http://www.w3.org/2000/01/rdf-schema#label>	"NK-92MI cell"	
<http://purl.obolibrary.org/obo/CLO_0005393>	<http://www.w3.org/2000/01/rdf-schema#label>	"IGF048/83 cell"	
<http://purl.obolibrary.org/obo/CLO_0009838>	<http://www.w3.org/2000/01/rdf-schema#label>	"JURL-MK1 cell"	
<http://purl.obolibrary.org/obo/CLO_0006877>	<http://www.w3.org/2000/01/rdf-schema#label>	"IMG-796 cell"	
<http://purl.obolibrary.org/obo/CLO_0008405>	<http://www.w3.org/2000/01/rdf-schema#label>	"P-D91 cell"	
<http://purl.obolibrary.org/obo/CLO_0005620>	<http://www.w3.org/2000/01/rdf-schema#label>	"IGF061/76 cell"	
<http://purl.obolibrary.org/obo/CLO_0008229>	<http://www.w3.org/2000/01/rdf-schema#label>	"OAW42 cell"	
<http://purl.obolibrary.org/obo/CLO_0005444>	<http://www.w3.org/2000/01/rdf-schema#label>	"IGF050/99 cell"	
<http://purl.obolibrary.org/obo/CLO_0005268>	<http://www.w3.org/2000/01/rdf-schema#label>	"IGF042/88 cell"	
<http://purl.obolibrary.org/obo/CLO_0002483>	<http://www.w3.org/2000/01/rdf-schema#label>	"CKMM 14.5 cell"	
<http://purl.obolibrary.org/obo/CLO_0004011>	<http://www.w3.org/2000/01/rdf-schema#label>	"Hs 58.Fs cell"	
<http://purl.obolibrary.org/obo/CLO_0006928>	<http://www.w3.org/2000/01/rdf-schema#label>	"IMG-971 cell"	
<http://purl.obolibrary.org/obo/CLO_0001050>	<http://www.w3.org/2000/01/rdf-schema#label>	"11E10 cell"	
<http://purl.obolibrary.org/obo/CLO_0003967>	<http://www.w3.org/2000/01/rdf-schema#label>	"Hs 456.Sk cell"	
<http://purl.obolibrary.org/obo/CLO_0002710>	<http://www.w3.org/2000/01/rdf-schema#label>	"DB 9 G.8 cell"	
<http://purl.obolibrary.org/obo/CLO_0005319>	<http://www.w3.org/2000/01/rdf-schema#label>	"IGF044/95 cell"	
<http://purl.obolibrary.org/obo/CLO_0002534>	<http://www.w3.org/2000/01/rdf-schema#label>	"C-N90 cell"	
<http://purl.obolibrary.org/obo/CLO_0002358>	<http://www.w3.org/2000/01/rdf-schema#label>	"CEM-LAV-2 cell"	
<http://purl.obolibrary.org/obo/CLO_0001101>	<http://www.w3.org/2000/01/rdf-schema#label>	"15-3-1S cell"	
<http://purl.obolibrary.org/obo/CLO_0050171>	<http://www.w3.org/2000/01/rdf-schema#label>	"RCB0136 cell"	
<http://purl.obolibrary.org/obo/CLO_0002409>	<http://www.w3.org/2000/01/rdf-schema#label>	"Ch1.Es cell"	
<http://purl.obolibrary.org/obo/CLO_0051479>	<http://www.w3.org/2000/01/rdf-schema#label>	"RCB1471 cell"	
<http://purl.obolibrary.org/obo/CLO_0008995>	<http://www.w3.org/2000/01/rdf-schema#label>	"SG88P cell"	
<http://purl.obolibrary.org/obo/CLO_0050222>	<http://www.w3.org/2000/01/rdf-schema#label>	"RCB2621 cell"	
<http://purl.obolibrary.org/obo/CLO_0000781>	<http://www.w3.org/2000/01/rdf-schema#label>	"immortal human scalp-derived fibroblast cell line cell"	
<http://purl.obolibrary.org/obo/CLO_0050046>	<http://www.w3.org/2000/01/rdf-schema#label>	"RCB1022 cell"	
<http://purl.obolibrary.org/obo/CLO_0007562>	<http://www.w3.org/2000/01/rdf-schema#label>	"M-B87f cell"	
<http://purl.obolibrary.org/obo/CLO_0000049>	<http://www.w3.org/2000/01/rdf-schema#label>	"immortal basal cell line cell"	
<http://purl.obolibrary.org/obo/CLO_0007386>	<http://www.w3.org/2000/01/rdf-schema#label>	"LPP 3-6 cell"	
<http://purl.obolibrary.org/obo/CLO_0007613>	<http://www.w3.org/2000/01/rdf-schema#label>	"MCH-7 (MX-7) cell"	
<http://purl.obolibrary.org/obo/CLO_0007437>	<http://www.w3.org/2000/01/rdf-schema#label>	"M 1 cell"	
<http://purl.obolibrary.org/obo/CLO_0004652>	<http://www.w3.org/2000/01/rdf-schema#label>	"IGF013/99 cell"	
<http://purl.obolibrary.org/obo/CLO_0004476>	<http://www.w3.org/2000/01/rdf-schema#label>	"IGF005/86 cell"	
<http://purl.obolibrary.org/obo/CLO_0001691>	<http://www.w3.org/2000/01/rdf-schema#label>	"AJ95 cell"	
<http://purl.obolibrary.org/obo/CLO_0006004>	<http://www.w3.org/2000/01/rdf-schema#label>	"IGF087/84 cell"	
<http://purl.obolibrary.org/obo/CLO_0003043>	<http://www.w3.org/2000/01/rdf-schema#label>	"FC57.Thy cell"	
<http://purl.obolibrary.org/obo/CLO_0004703>	<http://www.w3.org/2000/01/rdf-schema#label>	"IGF016/86 cell"	
<http://purl.obolibrary.org/obo/CLO_0002999>	<http://www.w3.org/2000/01/rdf-schema#label>	"FB2 cell"	
<http://purl.obolibrary.org/obo/CLO_0004527>	<http://www.w3.org/2000/01/rdf-schema#label>	"IGF007/98 cell"	
<http://purl.obolibrary.org/obo/CLO_0001742>	<http://www.w3.org/2000/01/rdf-schema#label>	"AR84S cell"	
<http://purl.obolibrary.org/obo/CLO_0001566>	<http://www.w3.org/2000/01/rdf-schema#label>	"A2058 cell"	
<http://purl.obolibrary.org/obo/CLO_0009680>	<http://www.w3.org/2000/01/rdf-schema#label>	"XPH19PV cell"	
<http://purl.obolibrary.org/obo/CLO_0001617>	<http://www.w3.org/2000/01/rdf-schema#label>	"A84P cell"	
<http://purl.obolibrary.org/obo/CLO_0050863>	<http://www.w3.org/2000/01/rdf-schema#label>	"RCB0249 cell"	
<http://purl.obolibrary.org/obo/CLO_0008071>	<http://www.w3.org/2000/01/rdf-schema#label>	"NCI-H23 cell"	
<http://purl.obolibrary.org/obo/CLO_0050687>	<http://www.w3.org/2000/01/rdf-schema#label>	"RCB1561 cell"	
<http://purl.obolibrary.org/obo/CLO_0009731>	<http://www.w3.org/2000/01/rdf-schema#label>	"aBL5C2.870005 cell"	
<http://purl.obolibrary.org/obo/CLO_0037437>	<http://www.w3.org/2000/01/rdf-schema#label>	"MSF15 cell"	
<http://purl.obolibrary.org/obo/CLO_0009555>	<http://www.w3.org/2000/01/rdf-schema#label>	"W162 cell"	
<http://purl.obolibrary.org/obo/CLO_0006770>	<http://www.w3.org/2000/01/rdf-schema#label>	"IMG-1215 cell"	
<http://purl.obolibrary.org/obo/CLO_0050914>	<http://www.w3.org/2000/01/rdf-schema#label>	"RCB0503 cell"	
<http://purl.obolibrary.org/obo/CLO_0009379>	<http://www.w3.org/2000/01/rdf-schema#label>	"TO 166.M cell"	
<http://purl.obolibrary.org/obo/CLO_0006594>	<http://www.w3.org/2000/01/rdf-schema#label>	"IGL016/00 cell"	
<http://purl.obolibrary.org/obo/CLO_0008122>	<http://www.w3.org/2000/01/rdf-schema#label>	"NCI-H841 cell"	
<http://purl.obolibrary.org/obo/CLO_0050738>	<http://www.w3.org/2000/01/rdf-schema#label>	"RCB2033 cell"	
<http://purl.obolibrary.org/obo/CLO_0005161>	<http://www.w3.org/2000/01/rdf-schema#label>	"IGF037/91 cell"	
<http://purl.obolibrary.org/obo/CLO_0009606>	<http://www.w3.org/2000/01/rdf-schema#label>	"WILCL cell"	
<http://purl.obolibrary.org/obo/CLO_0006821>	<http://www.w3.org/2000/01/rdf-schema#label>	"IMG-638 XP3LE cell"	
<http://purl.obolibrary.org/obo/CLO_0006645>	<http://www.w3.org/2000/01/rdf-schema#label>	"IGL029/98 cell"	
<http://purl.obolibrary.org/obo/CLO_0003860>	<http://www.w3.org/2000/01/rdf-schema#label>	"Hs 172.T cell"	
<http://purl.obolibrary.org/obo/CLO_0006469>	<http://www.w3.org/2000/01/rdf-schema#label>	"IgG-1C6 cell"	
<http://purl.obolibrary.org/obo/CLO_0005212>	<http://www.w3.org/2000/01/rdf-schema#label>	"IGF040/00 cell"	
<http://purl.obolibrary.org/obo/CLO_0005036>	<http://www.w3.org/2000/01/rdf-schema#label>	"IGF031/99 cell"	
<http://purl.obolibrary.org/obo/CLO_0002251>	<http://www.w3.org/2000/01/rdf-schema#label>	"CCD 841 CoTr cell"	
<http://purl.obolibrary.org/obo/CLO_0003911>	<http://www.w3.org/2000/01/rdf-schema#label>	"Hs 274.T cell"	
<http://purl.obolibrary.org/obo/CLO_0002075>	<http://www.w3.org/2000/01/rdf-schema#label>	"c1 (B6NLxv1c2) cell"	
<http://purl.obolibrary.org/obo/CLO_0003735>	<http://www.w3.org/2000/01/rdf-schema#label>	"HFN 36.3 cell"	
<http://purl.obolibrary.org/obo/CLO_0000950>	<http://www.w3.org/2000/01/rdf-schema#label>	"immortal rat fusion competent myoblast cell line cell"	
<http://purl.obolibrary.org/obo/CLO_0003559>	<http://www.w3.org/2000/01/rdf-schema#label>	"GR95 cell"	
<http://purl.obolibrary.org/obo/CLO_0002302>	<http://www.w3.org/2000/01/rdf-schema#label>	"CCD-1139Sk cell"	
<http://purl.obolibrary.org/obo/CLO_0002126>	<http://www.w3.org/2000/01/rdf-schema#label>	"C-4 II cell"	
<http://purl.obolibrary.org/obo/CLO_0051372>	<http://www.w3.org/2000/01/rdf-schema#label>	"RCB2099 cell"	
<http://purl.obolibrary.org/obo/CLO_0051196>	<http://www.w3.org/2000/01/rdf-schema#label>	"HEV0262 cell"	
<http://purl.obolibrary.org/obo/CLO_0051423>	<http://www.w3.org/2000/01/rdf-schema#label>	"RCB0994 cell"	
<http://purl.obolibrary.org/obo/CLO_0051247>	<http://www.w3.org/2000/01/rdf-schema#label>	"HEV0070 cell"	
<http://purl.obolibrary.org/obo/CLO_0008763>	<http://www.w3.org/2000/01/rdf-schema#label>	"RBL-2H3 cell"	
<http://purl.obolibrary.org/obo/CLO_0008587>	<http://www.w3.org/2000/01/rdf-schema#label>	"PVBC-OI197 cell"	
<http://purl.obolibrary.org/obo/CLO_0007330>	<http://www.w3.org/2000/01/rdf-schema#label>	"LLC-MK subscript(2) cell"	
<http://purl.obolibrary.org/obo/CLO_0007154>	<http://www.w3.org/2000/01/rdf-schema#label>	"L12.2 cell"	
<http://purl.obolibrary.org/obo/CLO_0008814>	<http://www.w3.org/2000/01/rdf-schema#label>	"Ri-1 cell"	
<http://purl.obolibrary.org/obo/CLO_0004193>	<http://www.w3.org/2000/01/rdf-schema#label>	"Hs 892.T cell"	
<http://purl.obolibrary.org/obo/CLO_0008638>	<http://www.w3.org/2000/01/rdf-schema#label>	"PVBC-OI440 cell"	
<http://purl.obolibrary.org/obo/CLO_0005853>	<http://www.w3.org/2000/01/rdf-schema#label>	"IGF075/91 cell"	
<http://purl.obolibrary.org/obo/CLO_0005677>	<http://www.w3.org/2000/01/rdf-schema#label>	"IGF064/85 cell"	
<http://purl.obolibrary.org/obo/CLO_0002892>	<http://www.w3.org/2000/01/rdf-schema#label>	"EFO-21 cell"	
<http://purl.obolibrary.org/obo/CLO_0007205>	<http://www.w3.org/2000/01/rdf-schema#label>	"L6.C11 cell"	
<http://purl.obolibrary.org/obo/CLO_0004420>	<http://www.w3.org/2000/01/rdf-schema#label>	"IGF002/91 cell"	
<http://purl.obolibrary.org/obo/CLO_0007029>	<http://www.w3.org/2000/01/rdf-schema#label>	"JM cell"	
<http://purl.obolibrary.org/obo/CLO_0004244>	<http://www.w3.org/2000/01/rdf-schema#label>	"Hs 94.T cell"	
<http://purl.obolibrary.org/obo/CLO_0005904>	<http://www.w3.org/2000/01/rdf-schema#label>	"IGF079/82 cell"	
<http://purl.obolibrary.org/obo/CLO_0004068>	<http://www.w3.org/2000/01/rdf-schema#label>	"Hs 707(B).Ep cell"	
<http://purl.obolibrary.org/obo/CLO_0001283>	<http://www.w3.org/2000/01/rdf-schema#label>	"30-H12 cell"	
<http://purl.obolibrary.org/obo/CLO_0005728>	<http://www.w3.org/2000/01/rdf-schema#label>	"IGF067/90 cell"	
<http://purl.obolibrary.org/obo/CLO_0002943>	<http://www.w3.org/2000/01/rdf-schema#label>	"EPNT-5 cell"	
<http://purl.obolibrary.org/obo/CLO_0002767>	<http://www.w3.org/2000/01/rdf-schema#label>	"DG-75 cell"	
<http://purl.obolibrary.org/obo/CLO_0001510>	<http://www.w3.org/2000/01/rdf-schema#label>	"8305C cell"	
<http://purl.obolibrary.org/obo/CLO_0004119>	<http://www.w3.org/2000/01/rdf-schema#label>	"Hs 792(C).M cell"	
<http://purl.obolibrary.org/obo/CLO_0001334>	<http://www.w3.org/2000/01/rdf-schema#label>	"3C5.1 cell"	
<http://purl.obolibrary.org/obo/CLO_0050580>	<http://www.w3.org/2000/01/rdf-schema#label>	"RCB1115 cell"	
<http://purl.obolibrary.org/obo/CLO_0001158>	<http://www.w3.org/2000/01/rdf-schema#label>	"1C3 cell"	
<http://purl.obolibrary.org/obo/CLO_0002818>	<http://www.w3.org/2000/01/rdf-schema#label>	"DREG56 cell"	
<http://purl.obolibrary.org/obo/CLO_0037330>	<http://www.w3.org/2000/01/rdf-schema#label>	"primary cultured lymphocyte"@en	
<http://purl.obolibrary.org/obo/CLO_0037154>	<http://www.w3.org/2000/01/rdf-schema#label>	"K5 cell"	
<http://purl.obolibrary.org/obo/CLO_0009272>	<http://www.w3.org/2000/01/rdf-schema#label>	"Tb 1 Lu (NBL-12) cell"	
<http://purl.obolibrary.org/obo/CLO_0000905>	<http://www.w3.org/2000/01/rdf-schema#label>	"immortal bat lung-derived cell line cell"	
<http://purl.obolibrary.org/obo/CLO_0050631>	<http://www.w3.org/2000/01/rdf-schema#label>	"RCB1705 cell"	
<http://purl.obolibrary.org/obo/CLO_0001209>	<http://www.w3.org/2000/01/rdf-schema#label>	"24IA subscript(2) E subscript(2) E subscript(10) D subscript(5) cell"	
<http://purl.obolibrary.org/obo/CLO_0009096>	<http://www.w3.org/2000/01/rdf-schema#label>	"SNU-182 cell"	
<http://purl.obolibrary.org/obo/CLO_0050455>	<http://www.w3.org/2000/01/rdf-schema#label>	"RCB2262 cell"	
<http://purl.obolibrary.org/obo/CLO_0007971>	<http://www.w3.org/2000/01/rdf-schema#label>	"NCI-BL209 cell"	
<http://purl.obolibrary.org/obo/CLO_0050279>	<http://www.w3.org/2000/01/rdf-schema#label>	"RCB2313 cell"	
<http://purl.obolibrary.org/obo/CLO_0007795>	<http://www.w3.org/2000/01/rdf-schema#label>	"MM5MTC cell"	
<http://purl.obolibrary.org/obo/CLO_0037205>	<http://www.w3.org/2000/01/rdf-schema#label>	"UCI 107 cell"@en	
<http://purl.obolibrary.org/obo/CLO_0009323>	<http://www.w3.org/2000/01/rdf-schema#label>	"Tera-1 cell"	
<http://purl.obolibrary.org/obo/CLO_0037029>	<http://www.w3.org/2000/01/rdf-schema#label>	"LU99B cell"	
<http://purl.obolibrary.org/obo/CLO_0009147>	<http://www.w3.org/2000/01/rdf-schema#label>	"STE-137 cell"	
<http://purl.obolibrary.org/obo/CLO_0006362>	<http://www.w3.org/2000/01/rdf-schema#label>	"IGF128/91 cell"	
<http://purl.obolibrary.org/obo/CLO_0050506>	<http://www.w3.org/2000/01/rdf-schema#label>	"RCB0160 cell"	
<http://purl.obolibrary.org/obo/CLO_0006186>	<http://www.w3.org/2000/01/rdf-schema#label>	"IGF103/81 cell"	
<http://purl.obolibrary.org/obo/CLO_0007846>	<http://www.w3.org/2000/01/rdf-schema#label>	"MP 8 cell"	
<http://purl.obolibrary.org/obo/CLO_0004885>	<http://www.w3.org/2000/01/rdf-schema#label>	"IGF024/95 cell"	
<http://purl.obolibrary.org/obo/CLO_0006413>	<http://www.w3.org/2000/01/rdf-schema#label>	"IGF147/82 cell"	
<http://purl.obolibrary.org/obo/CLO_0006237>	<http://www.w3.org/2000/01/rdf-schema#label>	"IGF108/85 cell"	
<http://purl.obolibrary.org/obo/CLO_0003452>	<http://www.w3.org/2000/01/rdf-schema#label>	"GAP A3 cell"	
<http://purl.obolibrary.org/obo/CLO_0003276>	<http://www.w3.org/2000/01/rdf-schema#label>	"FIB-IP2 cell"	
<http://purl.obolibrary.org/obo/CLO_0004936>	<http://www.w3.org/2000/01/rdf-schema#label>	"IGF027/01 cell"	
<http://purl.obolibrary.org/obo/CLO_0001975>	<http://www.w3.org/2000/01/rdf-schema#label>	"BHY cell"	
<http://purl.obolibrary.org/obo/CLO_0003503>	<http://www.w3.org/2000/01/rdf-schema#label>	"GL7 cell"	
<http://purl.obolibrary.org/obo/CLO_0001799>	<http://www.w3.org/2000/01/rdf-schema#label>	"B192 cell"	
<http://purl.obolibrary.org/obo/CLO_0003327>	<http://www.w3.org/2000/01/rdf-schema#label>	"FIB-PSE44 cell"	
<http://purl.obolibrary.org/obo/CLO_0051140>	<http://www.w3.org/2000/01/rdf-schema#label>	"HSC0007 cell"	
<http://purl.obolibrary.org/obo/CLO_0008480>	<http://www.w3.org/2000/01/rdf-schema#label>	"PQ cell"	
<http://purl.obolibrary.org/obo/CLO_0009964>	<http://www.w3.org/2000/01/rdf-schema#label>	"HUTU-80 cell"	
<http://purl.obolibrary.org/obo/CLO_0000383>	<http://www.w3.org/2000/01/rdf-schema#label>	"immortal adrenal cortex-derived cell line cell"	
<http://purl.obolibrary.org/obo/CLO_0051015>	<http://www.w3.org/2000/01/rdf-schema#label>	"RCB2282 cell"	
<http://purl.obolibrary.org/obo/CLO_0008531>	<http://www.w3.org/2000/01/rdf-schema#label>	"PVBC-EDS148 cell"	
<http://purl.obolibrary.org/obo/CLO_0008355>	<http://www.w3.org/2000/01/rdf-schema#label>	"PA317 cyclin E-L cell"	
<http://purl.obolibrary.org/obo/CLO_0005570>	<http://www.w3.org/2000/01/rdf-schema#label>	"IGF057/97 cell"	
<http://purl.obolibrary.org/obo/CLO_0008179>	<http://www.w3.org/2000/01/rdf-schema#label>	"NL20 cell"	
<http://purl.obolibrary.org/obo/CLO_0037338>	<http://www.w3.org/2000/01/rdf-schema#label>	"immortal human lung-derived epithelial celll line cell"@en	
<http://purl.obolibrary.org/obo/CLO_0005394>	<http://www.w3.org/2000/01/rdf-schema#label>	"IGF048/84 cell"	
<http://purl.obolibrary.org/obo/CLO_0009839>	<http://www.w3.org/2000/01/rdf-schema#label>	"JURL-MK2 cell"	
<http://purl.obolibrary.org/obo/CLO_0006878>	<http://www.w3.org/2000/01/rdf-schema#label>	"IMG-797 cell"	
<http://purl.obolibrary.org/obo/CLO_0008406>	<http://www.w3.org/2000/01/rdf-schema#label>	"P-D94a cell"	
<http://purl.obolibrary.org/obo/CLO_0005621>	<http://www.w3.org/2000/01/rdf-schema#label>	"IGF061/78 cell"	
<http://purl.obolibrary.org/obo/CLO_0005445>	<http://www.w3.org/2000/01/rdf-schema#label>	"IGF051/00 cell"	
<http://purl.obolibrary.org/obo/CLO_0002660>	<http://www.w3.org/2000/01/rdf-schema#label>	"D-11 cell"	
<http://purl.obolibrary.org/obo/CLO_0005269>	<http://www.w3.org/2000/01/rdf-schema#label>	"IGF042/89 cell"	
<http://purl.obolibrary.org/obo/CLO_0002484>	<http://www.w3.org/2000/01/rdf-schema#label>	"CKMM 14.52 cell"	
<http://purl.obolibrary.org/obo/CLO_0004012>	<http://www.w3.org/2000/01/rdf-schema#label>	"Hs 587.Int cell"	
<http://purl.obolibrary.org/obo/CLO_0006929>	<http://www.w3.org/2000/01/rdf-schema#label>	"IMG-972 cell"	
<http://purl.obolibrary.org/obo/CLO_0001051>	<http://www.w3.org/2000/01/rdf-schema#label>	"11F11 cell"	
<http://purl.obolibrary.org/obo/CLO_0003968>	<http://www.w3.org/2000/01/rdf-schema#label>	"Hs 46.Fs cell"	
<http://purl.obolibrary.org/obo/CLO_0002711>	<http://www.w3.org/2000/01/rdf-schema#label>	"DB1-Tes cell"	
<http://purl.obolibrary.org/obo/CLO_0002535>	<http://www.w3.org/2000/01/rdf-schema#label>	"C-N95 cell"	
<http://purl.obolibrary.org/obo/CLO_0002359>	<http://www.w3.org/2000/01/rdf-schema#label>	"CER cell"	
<http://purl.obolibrary.org/obo/CLO_0001102>	<http://www.w3.org/2000/01/rdf-schema#label>	"153BR cell"	
<http://purl.obolibrary.org/obo/CLO_0050172>	<http://www.w3.org/2000/01/rdf-schema#label>	"RCB0538 cell"	
<http://purl.obolibrary.org/obo/CLO_0000175>	<http://www.w3.org/2000/01/rdf-schema#label>	"Coriell cell line cell"@en	
<http://purl.obolibrary.org/obo/CLO_0009040>	<http://www.w3.org/2000/01/rdf-schema#label>	"SK-MEL-1 cell"	
<http://purl.obolibrary.org/obo/CLO_0000807>	<http://www.w3.org/2000/01/rdf-schema#label>	"immortal human spherical lensed eye-derived cell line cell"	
<http://purl.obolibrary.org/obo/CLO_0008996>	<http://www.w3.org/2000/01/rdf-schema#label>	"SG94 cell"	
<http://purl.obolibrary.org/obo/CLO_0050223>	<http://www.w3.org/2000/01/rdf-schema#label>	"RCB1994 cell"	
<http://purl.obolibrary.org/obo/CLO_0000226>	<http://www.w3.org/2000/01/rdf-schema#label>	"immortal foetal structure-derived fibroblast cell line cell"	
<http://purl.obolibrary.org/obo/CLO_0050047>	<http://www.w3.org/2000/01/rdf-schema#label>	"RCB1313 cell"	
<http://purl.obolibrary.org/obo/CLO_0007563>	<http://www.w3.org/2000/01/rdf-schema#label>	"M-B95a cell"	
<http://purl.obolibrary.org/obo/CLO_0007387>	<http://www.w3.org/2000/01/rdf-schema#label>	"LPRB3 112 cell"	
<http://purl.obolibrary.org/obo/CLO_0006130>	<http://www.w3.org/2000/01/rdf-schema#label>	"IGF098/85 cell"	
<http://purl.obolibrary.org/obo/CLO_0007614>	<http://www.w3.org/2000/01/rdf-schema#label>	"MCH-82 (MX-82) cell"	
<http://purl.obolibrary.org/obo/CLO_0007438>	<http://www.w3.org/2000/01/rdf-schema#label>	"M 111 cell"	
<http://purl.obolibrary.org/obo/CLO_0004653>	<http://www.w3.org/2000/01/rdf-schema#label>	"IGF014/00 cell"	
<http://purl.obolibrary.org/obo/CLO_0004477>	<http://www.w3.org/2000/01/rdf-schema#label>	"IGF005/87 cell"	
<http://purl.obolibrary.org/obo/CLO_0001692>	<http://www.w3.org/2000/01/rdf-schema#label>	"AK-D cell"	
<http://purl.obolibrary.org/obo/CLO_0006005>	<http://www.w3.org/2000/01/rdf-schema#label>	"IGF087/85 cell"	
<http://purl.obolibrary.org/obo/CLO_0003220>	<http://www.w3.org/2000/01/rdf-schema#label>	"FH 81 cell"	
<http://purl.obolibrary.org/obo/CLO_0003044>	<http://www.w3.org/2000/01/rdf-schema#label>	"FC58.Thy cell"	
<http://purl.obolibrary.org/obo/CLO_0004704>	<http://www.w3.org/2000/01/rdf-schema#label>	"IGF016/87 cell"	
<http://purl.obolibrary.org/obo/CLO_0004528>	<http://www.w3.org/2000/01/rdf-schema#label>	"IGF007/99 cell"	
<http://purl.obolibrary.org/obo/CLO_0001743>	<http://www.w3.org/2000/01/rdf-schema#label>	"AR91 cell"	
<http://purl.obolibrary.org/obo/CLO_0001567>	<http://www.w3.org/2000/01/rdf-schema#label>	"A238 cell"	
<http://purl.obolibrary.org/obo/CLO_0009681>	<http://www.w3.org/2000/01/rdf-schema#label>	"XPH1PV cell"	
<http://purl.obolibrary.org/obo/CLO_0001618>	<http://www.w3.org/2000/01/rdf-schema#label>	"A9 cell"	
<http://purl.obolibrary.org/obo/CLO_0050864>	<http://www.w3.org/2000/01/rdf-schema#label>	"RCB1859 cell"	
<http://purl.obolibrary.org/obo/CLO_0008072>	<http://www.w3.org/2000/01/rdf-schema#label>	"NCI-H2330 cell"	
<http://purl.obolibrary.org/obo/CLO_0050688>	<http://www.w3.org/2000/01/rdf-schema#label>	"RCB0583 cell"	
<http://purl.obolibrary.org/obo/CLO_0009732>	<http://www.w3.org/2000/01/rdf-schema#label>	"aBL5C2.870009 cell"	
<http://purl.obolibrary.org/obo/CLO_0037438>	<http://www.w3.org/2000/01/rdf-schema#label>	"MSF16 cell"	
<http://purl.obolibrary.org/obo/CLO_0009556>	<http://www.w3.org/2000/01/rdf-schema#label>	"W-20-17 cell"	
<http://purl.obolibrary.org/obo/CLO_0006771>	<http://www.w3.org/2000/01/rdf-schema#label>	"IMG-1216 cell"	
<http://purl.obolibrary.org/obo/CLO_0050915>	<http://www.w3.org/2000/01/rdf-schema#label>	"RCB0504 cell"	
<http://purl.obolibrary.org/obo/CLO_0006595>	<http://www.w3.org/2000/01/rdf-schema#label>	"IGL016/01 cell"	
<http://purl.obolibrary.org/obo/CLO_0008123>	<http://www.w3.org/2000/01/rdf-schema#label>	"NCI-H847 cell"	
<http://purl.obolibrary.org/obo/CLO_0050739>	<http://www.w3.org/2000/01/rdf-schema#label>	"RCB2034 cell"	
<http://purl.obolibrary.org/obo/CLO_0005162>	<http://www.w3.org/2000/01/rdf-schema#label>	"IGF037/92 cell"	
<http://purl.obolibrary.org/obo/CLO_0009607>	<http://www.w3.org/2000/01/rdf-schema#label>	"WI-MN-1 cell"	
<http://purl.obolibrary.org/obo/CLO_0006822>	<http://www.w3.org/2000/01/rdf-schema#label>	"IMG-639 cell"	
